Gene	Cell type	Expression	Expression rate	Expression sum	Number of cells	Total
SLC38A10	hematopoietic lineage restricted progenitor cell	2586.659574468085	0.04558680892337536	243146	94	2062
SLC38A10	hematopoietic precursor cell	2858.0474036113224	0.1822187690365977	142770900	49954	274143
SLC38A10	myeloid cell	3310.597869018095	0.19467491595737071	72084958	21774	111848
SLC38A10	primitive red blood cell	1874.714219546086	0.22386976358357527	4047508	2159	9644
SLC38A10	proerythroblast	1844.4870967741936	0.19751513220770947	1143582	620	3139
SLC38A10	reticulocyte	4632.193548387097	0.006357670221493027	143598	31	4876
SLC38A10	kidney collecting duct cell	3202.9924528301885	0.1172047766475011	848793	265	2261
SLC38A10	kidney cortex collecting duct epithelial cell	2950.0642857142857	0.3036876355748373	413009	140	461
SLC38A10	kidney inner medulla collecting duct epithelial cell	2828.8910505836575	0.24951456310679612	4362150	1542	6180
SLC38A10	kidney medulla cell	4584.166666666667	0.027649769585253458	27505	6	217
SLC38A10	kidney tubule cell	3641.3415053091817	0.15299710920515086	23319151	6404	41857
SLC38A10	papillary tips cell	3086.9285714285716	0.2900188323917137	475387	154	531
SLC38A10	Leydig stem cell	2206.943396226415	0.44166666666666665	116968	53	120
SLC38A10	cardiac muscle myoblast	2562.246853291148	0.2191753976030753	37252507	14539	66335
SLC38A10	glioblast	2432.0877012234387	0.17591753511554145	56655483	23295	132420
SLC38A10	multi fate stem cell	3805.252788104089	0.08141646489104117	1023613	269	3304
SLC38A10	muscle precursor cell	3785.088122605364	0.0735542779844437	4939540	1305	17742
SLC38A10	myoblast	3009.674294205052	0.27314578598265227	141785756	47110	172472
SLC38A10	smooth muscle myoblast	3940.3950177935944	0.095643294758339	1107251	281	2938
SLC38A10	stem cell	2736.7582025776555	0.2731810291899431	197268268	72081	263858
PIH1D2	secretory cell	2811.820637509266	0.016996543238248445	94828651	33725	1984227
PIH1D2	B cell	3097.2389845874886	0.001073285657264373	17081273	5515	5138427
PIH1D2	T cell	2977.055851196101	0.0008515296066938604	59859662	20107	23612802
PIH1D2	epithelial cell	3260.450760785358	0.04937480613043216	1077409433	330448	6692644
PIH1D2	myeloid leukocyte	2896.9791699984007	0.002048045214864197	72459243	25012	12212621
PIH1D2	endothelial cell	3131.44890001164	0.005823030965226182	53804555	17182	2950697
PIH1D2	connective tissue cell	2976.775457991746	0.009564044664476154	159403349	53549	5598991
PIH1D2	glial cell	2859.138293350562	0.03331593123117198	504497811	176451	5296295
PIH1D2	neural cell	1982.12031322393	0.014679289017515279	346528148	174827	11909773
PIH1D2	blood cell	2748.1099078713432	0.004279620305612065	17002556	6187	1445689
PIH1D2	muscle cell	2950.0525337753	0.010496588648227478	58738496	19911	1896902
PIH1D2	innate lymphoid cell	3816.7557571528264	0.00044059568044053416	5469411	1433	3252415
PIH1D2	somatic stem cell	3008.0147826086954	0.013608089647727976	31132953	10350	760577
PIH1D2	progenitor cell	2736.193876202364	0.02309780212176183	186321122	68095	2948116
PIH1D2	retinal cell	3576.30602814982	0.0369343607602204	167954060	46963	1271526
PIH1D2	embryonic cell	3043.3704342682504	0.014423449498730563	61740856	20287	1406529
PIH1D2	kidney epithelial cell	3304.729700536353	0.026509316966436804	88725383	26848	1012776
PIH1D2	extraembryonic cell	1901.2181303116147	0.004473564150656461	671130	353	78908
PIH1D2	germ line cell	3628.4693274880506	0.3394161715319039	119184332	32847	96775
PIH1D2	abnormal cell	3147.3304020100504	0.013386475623496964	2505275	796	59463
PIH1D2	cell in vitro	2850.1654135338345	0.003962677339742476	6823296	2394	604137
PIH1D2	contractile cell	3121.3306451612902	0.005229640251360128	387045	124	23711
PIH1D2	embryonic cell (metazoa)	2155.289156626506	0.021502590673575128	178889	83	3860
PIH1D2	hematopoietic cell	1348.3161764705883	0.008724939855653568	366742	272	31175
PIH1D2	kidney cell	3005.9573154362415	0.01446029145736446	11197191	3725	257602
PIH1D2	perivascular cell	2806.991869918699	0.009935647163359271	1035780	369	37139
PIH1D2	precursor cell	2722.927977839335	0.02793613124564707	2948931	1083	38767
PIH1D2	malignant cell	2488.103319749528	0.024730276891349382	100131230	40244	1627317
PIH1D2	neoplastic cell	2704.0012878937982	0.014798286483332503	54588378	20188	1364212
PIH1D2	experimentally modified cell in vitro	1674.0716981132075	0.016861796894884193	443629	265	15716
PIH1D2	ectodermal cell	2124.4766355140187	0.032238626092196444	227319	107	3319
PIH1D2	erythroid lineage cell	1909.0730478589421	0.012758777685529875	4547412	2382	186695
PIH1D2	hematopoietic lineage restricted progenitor cell	3115	0.0009699321047526673	6230	2	2062
PIH1D2	hematopoietic precursor cell	2658.690152801358	0.008594054927537818	6263874	2356	274143
PIH1D2	myeloid cell	3163.1641025641024	0.0034868750447035264	1233634	390	111848
PIH1D2	primitive red blood cell	1705.4198113207547	0.02198257984238905	361549	212	9644
PIH1D2	proerythroblast	1736.4736842105262	0.018158649251353933	98979	57	3139
PIH1D2	reticulocyte	2088	0.00020508613617719443	2088	1	4876
PIH1D2	kidney collecting duct cell	2936.7454545454543	0.024325519681556832	161521	55	2261
PIH1D2	kidney cortex collecting duct epithelial cell	2518.6	0.04338394793926247	50372	20	461
PIH1D2	kidney inner medulla collecting duct epithelial cell	2591.332268370607	0.05064724919093851	811087	313	6180
PIH1D2	kidney medulla cell	0	0	0	0	217
PIH1D2	kidney tubule cell	3488.1492537313434	0.020808944740425734	3038178	871	41857
PIH1D2	papillary tips cell	3344	0.01694915254237288	30096	9	531
PIH1D2	Leydig stem cell	2664	0.03333333333333333	10656	4	120
PIH1D2	cardiac muscle myoblast	2137.2998661311913	0.022522047184744102	3193126	1494	66335
PIH1D2	glioblast	2563.4698338351736	0.06771635704576348	22986634	8967	132420
PIH1D2	multi fate stem cell	2949.8571428571427	0.00423728813559322	41298	14	3304
PIH1D2	muscle precursor cell	3810.8223350253807	0.011103595986923684	750732	197	17742
PIH1D2	myoblast	2359.661806399352	0.014315367132056217	5826005	2469	172472
PIH1D2	smooth muscle myoblast	3926.25	0.0040844111640571815	47115	12	2938
PIH1D2	stem cell	2122.376740947075	0.010884642497100713	6095466	2872	263858
MORC1	secretory cell	2962.6508550488597	0.0024755232138258376	14552541	4912	1984227
MORC1	B cell	3348.6764096943125	0.0047938795277231725	82487946	24633	5138427
MORC1	T cell	3847.5436013590033	0.00014957987620444198	13589524	3532	23612802
MORC1	epithelial cell	3090.9728995449295	0.0021998779555583714	45508394	14723	6692644
MORC1	myeloid leukocyte	3653.6513798845076	0.004622594936828057	206263235	56454	12212621
MORC1	endothelial cell	3448.674108170311	0.001472533438709566	14984489	4345	2950697
MORC1	connective tissue cell	3092.3427561837457	0.0013647101772444356	23628591	7641	5598991
MORC1	glial cell	3229.7775326926107	0.002396769817391214	40998796	12694	5296295
MORC1	neural cell	3318.3316938439475	0.007904012948021764	312371154	94135	11909773
MORC1	blood cell	3418.8160418483	0.0015867866463672338	7842764	2294	1445689
MORC1	muscle cell	3292.116363065327	0.0033570527101558223	20964197	6368	1896902
MORC1	innate lymphoid cell	4249.132644272179	0.0003569655163932032	4933243	1161	3252415
MORC1	somatic stem cell	3547.141025641026	0.0008204297526746142	2213416	624	760577
MORC1	progenitor cell	3963.3685326266977	0.005120219150128421	59827048	15095	2948116
MORC1	retinal cell	3188.9002859185134	0.0022005055342950125	8922543	2798	1271526
MORC1	embryonic cell	3197.887576552931	0.001625277544935085	7310371	2286	1406529
MORC1	kidney epithelial cell	3237.6395617070357	0.0017121258797601839	5614067	1734	1012776
MORC1	extraembryonic cell	2266.7368421052633	0.00024078673898717494	43068	19	78908
MORC1	germ line cell	2867.4842927373525	0.29636786360113665	82242317	28681	96775
MORC1	abnormal cell	2598.8571428571427	0.0017658039453105293	272880	105	59463
MORC1	cell in vitro	3718.9003984063743	0.0029082807376472554	6534108	1757	604137
MORC1	contractile cell	3282.85	0.0008434903631226013	65657	20	23711
MORC1	embryonic cell (metazoa)	1580	0.0005181347150259067	3160	2	3860
MORC1	hematopoietic cell	2277.7265625	0.004105854049719327	291549	128	31175
MORC1	kidney cell	3630.2393887945673	0.0022864729311107834	2138211	589	257602
MORC1	perivascular cell	2271.6363636363635	0.00029618460378577773	24988	11	37139
MORC1	precursor cell	3141.2432432432433	0.0009544199963886811	116226	37	38767
MORC1	malignant cell	2616.87345019239	0.0014373351965228656	6120867	2339	1627317
MORC1	neoplastic cell	3476.860873381611	0.01670194955036314	79220275	22785	1364212
MORC1	experimentally modified cell in vitro	2149.0588235294117	0.0010817001781623823	36534	17	15716
MORC1	ectodermal cell	0	0	0	0	3319
MORC1	erythroid lineage cell	1943.378048780488	0.0035137523768713676	1274856	656	186695
MORC1	hematopoietic lineage restricted progenitor cell	2526.714285714286	0.0033947623666343357	17687	7	2062
MORC1	hematopoietic precursor cell	3289.7373646209385	0.004041686273222369	3645029	1108	274143
MORC1	myeloid cell	3253.327338129496	0.0024855160575066163	904425	278	111848
MORC1	primitive red blood cell	1690.6447368421052	0.007880547490667772	128489	76	9644
MORC1	proerythroblast	1962	0.00414144632048423	25506	13	3139
MORC1	reticulocyte	0	0	0	0	4876
MORC1	kidney collecting duct cell	1770	0.0008845643520566122	3540	2	2261
MORC1	kidney cortex collecting duct epithelial cell	0	0	0	0	461
MORC1	kidney inner medulla collecting duct epithelial cell	2229.1875	0.0025889967637540453	35667	16	6180
MORC1	kidney medulla cell	4578	0.004608294930875576	4578	1	217
MORC1	kidney tubule cell	3213.133333333333	0.0014334519913037245	192788	60	41857
MORC1	papillary tips cell	2728	0.0018832391713747645	2728	1	531
MORC1	Leydig stem cell	817.5	0.05	4905	6	120
MORC1	cardiac muscle myoblast	2025.9731543624162	0.00224617471922816	301870	149	66335
MORC1	glioblast	2262.814655172414	0.0017520012082766954	524973	232	132420
MORC1	multi fate stem cell	0	0	0	0	3304
MORC1	muscle precursor cell	3618	0.00033818058843422386	21708	6	17742
MORC1	myoblast	2581.1509971509972	0.0020351129458694743	905984	351	172472
MORC1	smooth muscle myoblast	3897	0.0010211027910142954	11691	3	2938
MORC1	stem cell	1600.9427917620137	0.0016561938618499343	699612	437	263858
H2BC6	secretory cell	2718.3313778580023	0.003350423111871777	18071467	6648	1984227
H2BC6	B cell	3437.8802952140677	0.005168313182224832	91299787	26557	5138427
H2BC6	T cell	3574.5753766701987	0.0034769698234034235	293476213	82101	23612802
H2BC6	epithelial cell	2956.291441505163	0.00528117138757119	104490121	35345	6692644
H2BC6	myeloid leukocyte	3345.246155121668	0.003950503335852312	161394746	48246	12212621
H2BC6	endothelial cell	3222.5827453194092	0.003602199751448556	34252832	10629	2950697
H2BC6	connective tissue cell	2931.763611361781	0.004156284587705178	68225071	23271	5598991
H2BC6	glial cell	2887.478386698634	0.013309115145587623	203535464	70489	5296295
H2BC6	neural cell	2416.766492150201	0.024393160138316657	702111751	290517	11909773
H2BC6	blood cell	3359.021662071682	0.0035125120271372336	17057112	5078	1445689
H2BC6	muscle cell	3240.5377153370127	0.003151981494036065	19375175	5979	1896902
H2BC6	innate lymphoid cell	3992.918599185208	0.00392446843345637	50965613	12764	3252415
H2BC6	somatic stem cell	3451.0820217917676	0.004344070357110457	11402375	3304	760577
H2BC6	progenitor cell	2676.1708048511578	0.0076913527147507085	60682173	22675	2948116
H2BC6	retinal cell	2968.4210952689564	0.004854010063498505	18321095	6172	1271526
H2BC6	embryonic cell	3213.525462962963	0.0009214171908293394	4164729	1296	1406529
H2BC6	kidney epithelial cell	3035.143929058663	0.007237533274880132	22247605	7330	1012776
H2BC6	extraembryonic cell	2086.013927576602	0.004549602068231358	748879	359	78908
H2BC6	germ line cell	1874.3318584070796	0.002335313872384397	423599	226	96775
H2BC6	abnormal cell	4207.991071428572	0.001883524208331231	471295	112	59463
H2BC6	cell in vitro	3566.322658640087	0.033545371331337094	72275095	20266	604137
H2BC6	contractile cell	0	0	0	0	23711
H2BC6	embryonic cell (metazoa)	0	0	0	0	3860
H2BC6	hematopoietic cell	3148.8958333333335	0.0030793905372894946	302294	96	31175
H2BC6	kidney cell	2513.9533898305085	0.0009161419554196007	593293	236	257602
H2BC6	perivascular cell	3117.8395061728397	0.0021809957187861814	252545	81	37139
H2BC6	precursor cell	1802.5294117647059	0.00043851729563804267	30643	17	38767
H2BC6	malignant cell	2702.7190960246867	0.006770653781654097	29778559	11018	1627317
H2BC6	neoplastic cell	2665.630834512023	0.002072991587817729	7538404	2828	1364212
H2BC6	experimentally modified cell in vitro	0	0	0	0	15716
H2BC6	ectodermal cell	0	0	0	0	3319
H2BC6	erythroid lineage cell	3239.7271095152605	0.005966951444869975	3609056	1114	186695
H2BC6	hematopoietic lineage restricted progenitor cell	0	0	0	0	2062
H2BC6	hematopoietic precursor cell	2653.0566502463053	0.0014809789051699297	1077141	406	274143
H2BC6	myeloid cell	3629.0802603036877	0.004121665116944425	1673006	461	111848
H2BC6	primitive red blood cell	2004.8796718322699	0.11374948154292824	2199353	1097	9644
H2BC6	proerythroblast	1591.5592105263158	0.048423064670277155	241917	152	3139
H2BC6	reticulocyte	4309	0.00020508613617719443	4309	1	4876
H2BC6	kidney collecting duct cell	2063.5	0.0017691287041132243	8254	4	2261
H2BC6	kidney cortex collecting duct epithelial cell	2584.4666666666667	0.03253796095444685	38767	15	461
H2BC6	kidney inner medulla collecting duct epithelial cell	2382.2373540856033	0.04158576051779935	612235	257	6180
H2BC6	kidney medulla cell	0	0	0	0	217
H2BC6	kidney tubule cell	3185.904306220096	0.004993191103041307	665854	209	41857
H2BC6	papillary tips cell	2202.5714285714284	0.03954802259887006	46254	21	531
H2BC6	Leydig stem cell	0	0	0	0	120
H2BC6	cardiac muscle myoblast	2154.608984375	0.0385919951760006	5515799	2560	66335
H2BC6	glioblast	2467.6969183359015	0.04901072345567135	16015353	6490	132420
H2BC6	multi fate stem cell	3153.5	0.0006053268765133172	6307	2	3304
H2BC6	muscle precursor cell	2985.6666666666665	0.0005072708826513358	26871	9	17742
H2BC6	myoblast	2875.3035714285716	0.00032469038452618393	161017	56	172472
H2BC6	smooth muscle myoblast	3678.6969696969695	0.01123213070115725	121397	33	2938
H2BC6	stem cell	2729.1560283687945	0.0010687566797292483	769622	282	263858
TRPM7	secretory cell	3296.3843729672035	0.15959968289918441	1043905596	316682	1984227
TRPM7	B cell	3862.8887605665873	0.14188525009696548	2816304720	729067	5138427
TRPM7	T cell	3864.3896564605857	0.1316172896380531	12009954987	3107853	23612802
TRPM7	epithelial cell	3392.143517855578	0.20973459816479106	4761480621	1403679	6692644
TRPM7	myeloid leukocyte	3510.2516348676263	0.15890749414069266	6812264612	1940677	12212621
TRPM7	endothelial cell	3723.430340258637	0.16512945924301953	1814230263	487247	2950697
TRPM7	connective tissue cell	3638.2831137271323	0.20387834165120108	4153147472	1141513	5598991
TRPM7	glial cell	3502.4213062463227	0.2743606615568053	5089350888	1453095	5296295
TRPM7	neural cell	3135.547663391196	0.3800980085850503	14194251142	4526881	11909773
TRPM7	blood cell	3672.920623519607	0.12615714721492657	669881955	182384	1445689
TRPM7	muscle cell	4341.675171994184	0.4002990138657664	3296755525	759328	1896902
TRPM7	innate lymphoid cell	4063.5990856150265	0.1260272751171053	1665640820	409893	3252415
TRPM7	somatic stem cell	3297.4187983758898	0.16935694873760315	424737218	128809	760577
TRPM7	progenitor cell	3146.7294985779595	0.1664941270967628	1544553294	490844	2948116
TRPM7	retinal cell	3357.9392687676377	0.2265694920906061	967385366	288089	1271526
TRPM7	embryonic cell	3582.727815774972	0.2980265604193017	1501818594	419183	1406529
TRPM7	kidney epithelial cell	4000.9542503177063	0.2843689028965931	1152282826	288002	1012776
TRPM7	extraembryonic cell	3127.258621498616	0.27009935621229786	66651263	21313	78908
TRPM7	germ line cell	2380.730127125134	0.20239731335572203	46631361	19587	96775
TRPM7	abnormal cell	3170.034078474285	0.10757950322049005	20278708	6397	59463
TRPM7	cell in vitro	4396.001189565808	0.42857497554362667	1138203836	258918	604137
TRPM7	contractile cell	3941.696836371255	0.2012989751592088	18813719	4773	23711
TRPM7	embryonic cell (metazoa)	2859.166313559322	0.24455958549222798	2699053	944	3860
TRPM7	hematopoietic cell	2157.996028827769	0.21809141940657578	14672215	6799	31175
TRPM7	kidney cell	3691.0550680401884	0.15261915668356613	145113830	39315	257602
TRPM7	perivascular cell	3187.3952967525197	0.12022402326395433	14231720	4465	37139
TRPM7	precursor cell	2917.7933579335795	0.13281915030825187	15023718	5149	38767
TRPM7	malignant cell	2737.18428044913	0.2079146226580316	926107141	338343	1627317
TRPM7	neoplastic cell	3014.155004806537	0.2440089956692948	1003351918	332880	1364212
TRPM7	experimentally modified cell in vitro	1815.3666666666666	0.13171290404683125	3757809	2070	15716
TRPM7	ectodermal cell	2388.6903614457833	0.2500753238927388	1982613	830	3319
TRPM7	erythroid lineage cell	2546.2075871000347	0.16957604649294303	80610386	31659	186695
TRPM7	hematopoietic lineage restricted progenitor cell	2905.2909090909093	0.08001939864209505	479373	165	2062
TRPM7	hematopoietic precursor cell	2976.2279770227883	0.19304523551577096	157507937	52922	274143
TRPM7	myeloid cell	3326.925983436853	0.172734425291467	64276210	19320	111848
TRPM7	primitive red blood cell	2389.2132370076906	0.4449398589796765	10252114	4291	9644
TRPM7	proerythroblast	2345.420161883738	0.4329404268875438	3187426	1359	3139
TRPM7	reticulocyte	4384.355555555556	0.009228876127973748	197296	45	4876
TRPM7	kidney collecting duct cell	3239.5102880658437	0.10747456877487838	787201	243	2261
TRPM7	kidney cortex collecting duct epithelial cell	3471.594827586207	0.5032537960954447	805410	232	461
TRPM7	kidney inner medulla collecting duct epithelial cell	3520.5799763033174	0.5462783171521035	11885478	3376	6180
TRPM7	kidney medulla cell	4667.181818181818	0.05069124423963134	51339	11	217
TRPM7	kidney tubule cell	4110.94720799805	0.3919057744224383	67435978	16404	41857
TRPM7	papillary tips cell	3515.378723404255	0.4425612052730697	826114	235	531
TRPM7	Leydig stem cell	1744.3461538461538	0.43333333333333335	90706	52	120
TRPM7	cardiac muscle myoblast	4546.105889776331	0.9078616115172986	273780135	60223	66335
TRPM7	glioblast	2872.2913341337667	0.3207748074309017	122006319	42477	132420
TRPM7	multi fate stem cell	3776.9525	0.12106537530266344	1510781	400	3304
TRPM7	muscle precursor cell	3852.923881464265	0.09700146544921655	6630882	1721	17742
TRPM7	myoblast	3345.784709266169	0.29834407903891647	172160698	51456	172472
TRPM7	smooth muscle myoblast	4218.6386292834895	0.43703199455411845	5416732	1284	2938
TRPM7	stem cell	2634.713220726701	0.18555814112136074	128998194	48961	263858
CCL21	secretory cell	3511.026556991774	0.008577647617938874	59757672	17020	1984227
CCL21	B cell	4111.928590896702	0.0021420952365383415	45259998	11007	5138427
CCL21	T cell	4233.403922308127	0.0008983262553931549	89798964	21212	23612802
CCL21	epithelial cell	3433.166227265143	0.008954607476507042	205749652	59930	6692644
CCL21	myeloid leukocyte	3481.5117812393287	0.0031171850825469816	132537672	38069	12212621
CCL21	endothelial cell	4471.110198516785	0.07183794201844514	947750171	211972	2950697
CCL21	connective tissue cell	3954.882963375248	0.0243877870137673	540027404	136547	5598991
CCL21	glial cell	3892.864253393665	0.00012518184882073224	2580969	663	5296295
CCL21	neural cell	3996.686329588015	0.00017934850647447268	8536922	2136	11909773
CCL21	blood cell	3833.2633710375644	0.00495334750420042	27449999	7161	1445689
CCL21	muscle cell	3976.5458929642086	0.02022297409143962	152544277	38361	1896902
CCL21	innate lymphoid cell	4173.879123584441	0.0012489181116185973	16954297	4062	3252415
CCL21	somatic stem cell	3429.140045420136	0.005210517804245987	13589682	3963	760577
CCL21	progenitor cell	3375.013695450325	0.0014612722158829571	14539559	4308	2948116
CCL21	retinal cell	4107.08	0.000039322829419138894	205354	50	1271526
CCL21	embryonic cell	3635.5079465988556	0.0011183558959680178	5718654	1573	1406529
CCL21	kidney epithelial cell	3598.711596063329	0.0023075191355245387	8410189	2337	1012776
CCL21	extraembryonic cell	2773.4806201550387	0.001634815227860293	357779	129	78908
CCL21	germ line cell	2036.1503759398497	0.010994575045207957	2166464	1064	96775
CCL21	abnormal cell	3311.1111111111113	0.0004540638716512789	89400	27	59463
CCL21	cell in vitro	509	0.0000016552536924571744	509	1	604137
CCL21	contractile cell	4014.3812316715544	0.028763021382480707	2737808	682	23711
CCL21	embryonic cell (metazoa)	0	0	0	0	3860
CCL21	hematopoietic cell	2327.25	0.011162790697674419	809883	348	31175
CCL21	kidney cell	3254.015479876161	0.001253872252544623	1051047	323	257602
CCL21	perivascular cell	4213.361127774445	0.04488543041008105	7023673	1667	37139
CCL21	precursor cell	3637.7345679012346	0.004178811876080171	589313	162	38767
CCL21	malignant cell	2719.7458980044344	0.0013857164891659093	6133027	2255	1627317
CCL21	neoplastic cell	3185.5907495354118	0.0035500347453328368	15427816	4843	1364212
CCL21	experimentally modified cell in vitro	708	0.00025451768897938407	2832	4	15716
CCL21	ectodermal cell	0	0	0	0	3319
CCL21	erythroid lineage cell	2695.21	0.0016068989528375158	808563	300	186695
CCL21	hematopoietic lineage restricted progenitor cell	2407	0.00048496605237633366	2407	1	2062
CCL21	hematopoietic precursor cell	2634.1861313868612	0.002998435123275079	2165301	822	274143
CCL21	myeloid cell	3083.896551724138	0.003889206780630856	1341495	435	111848
CCL21	primitive red blood cell	4234.8	0.0005184570717544588	21174	5	9644
CCL21	proerythroblast	1387.2	0.0015928639694170119	6936	5	3139
CCL21	reticulocyte	4572.4	0.001025430680885972	22862	5	4876
CCL21	kidney collecting duct cell	3090.0625	0.007076514816452897	49441	16	2261
CCL21	kidney cortex collecting duct epithelial cell	0	0	0	0	461
CCL21	kidney inner medulla collecting duct epithelial cell	0	0	0	0	6180
CCL21	kidney medulla cell	4476	0.004608294930875576	4476	1	217
CCL21	kidney tubule cell	3550.358814352574	0.015314045440428125	2275780	641	41857
CCL21	papillary tips cell	0	0	0	0	531
CCL21	Leydig stem cell	213	0.008333333333333333	213	1	120
CCL21	cardiac muscle myoblast	2867.275641025641	0.016461897942262757	3131065	1092	66335
CCL21	glioblast	1349.4	0.000037758646730101195	6747	5	132420
CCL21	multi fate stem cell	4182.428571428572	0.00211864406779661	29277	7	3304
CCL21	muscle precursor cell	4267.375	0.0009018149024912637	68278	16	17742
CCL21	myoblast	3720.60625	0.0009276868129319542	595297	160	172472
CCL21	smooth muscle myoblast	3944.978260869565	0.015656909462219197	181469	46	2938
CCL21	stem cell	3141.9295532646047	0.002205731870930576	1828603	582	263858
SNAP23	secretory cell	3208.440811830329	0.17247976164017526	1098053575	342239	1984227
SNAP23	B cell	3978.1615167370046	0.2127221034764141	4348357293	1093057	5138427
SNAP23	T cell	3836.4390483583115	0.15445557880000857	13991988110	3647129	23612802
SNAP23	epithelial cell	3113.446033189438	0.22100159518420523	4605051326	1479085	6692644
SNAP23	myeloid leukocyte	3713.0349296908394	0.28563721088208666	12952473075	3488379	12212621
SNAP23	endothelial cell	3727.3657708699557	0.2679807516664707	2947339936	790730	2950697
SNAP23	connective tissue cell	3360.390866434387	0.19663757273408727	3699696253	1100972	5598991
SNAP23	glial cell	3254.031602422228	0.2126771639419632	3665344451	1126401	5296295
SNAP23	neural cell	2275.303735572878	0.17982089163244339	4872849638	2141626	11909773
SNAP23	blood cell	3830.5387600885033	0.20852133480990726	1154742723	301457	1445689
SNAP23	muscle cell	3595.29425562607	0.25800911169897023	1759601724	489418	1896902
SNAP23	innate lymphoid cell	4059.342808427719	0.15147513463072823	1999875828	492660	3252415
SNAP23	somatic stem cell	3214.6976913601507	0.1985308522345535	485412922	150998	760577
SNAP23	progenitor cell	3127.9024195586535	0.2040055411659514	1881220608	601432	2948116
SNAP23	retinal cell	3155.376720279401	0.15515136929956602	622489564	197279	1271526
SNAP23	embryonic cell	3117.81682649447	0.23605912142586466	1035190014	332024	1406529
SNAP23	kidney epithelial cell	3480.80255337313	0.15266850715261815	538198210	154619	1012776
SNAP23	extraembryonic cell	2875.852113264283	0.30344198306889036	68859403	23944	78908
SNAP23	germ line cell	2816.7833484099924	0.29699819168173597	80959987	28742	96775
SNAP23	abnormal cell	3255.277901042822	0.15159006440980105	29343075	9014	59463
SNAP23	cell in vitro	3503.863867966327	0.059774521342013484	126531532	36112	604137
SNAP23	contractile cell	3643.8374463519312	0.15722660368605287	13584226	3728	23711
SNAP23	embryonic cell (metazoa)	3080.4517857142855	0.43523316062176165	5175159	1680	3860
SNAP23	hematopoietic cell	3088.64798664944	0.5958620689655172	57374725	18576	31175
SNAP23	kidney cell	3286.5201705056106	0.15117506851654877	127986955	38943	257602
SNAP23	perivascular cell	3347.845604315498	0.18468456339696815	22962873	6859	37139
SNAP23	precursor cell	3241.4716687991227	0.2822503675806743	35468183	10942	38767
SNAP23	malignant cell	2924.5521648131808	0.26600717622933945	1265974292	432878	1627317
SNAP23	neoplastic cell	2894.571400096738	0.2758178347646847	1089151959	376274	1364212
SNAP23	experimentally modified cell in vitro	2250.1875932001194	0.4266989055739374	15089758	6706	15716
SNAP23	ectodermal cell	2813.832408435072	0.5429346188611027	5070526	1802	3319
SNAP23	erythroid lineage cell	2908.1744619017345	0.2948927394948981	160109545	55055	186695
SNAP23	hematopoietic lineage restricted progenitor cell	2886.0426829268295	0.07953443258971872	473311	164	2062
SNAP23	hematopoietic precursor cell	3303.870314982709	0.3902707710939181	353481085	106990	274143
SNAP23	myeloid cell	3588.1467439657895	0.31152099277591017	125021797	34843	111848
SNAP23	primitive red blood cell	2664.8716040837517	0.5992326835338034	15400293	5779	9644
SNAP23	proerythroblast	2476.013357619915	0.5246893915259637	4077994	1647	3139
SNAP23	reticulocyte	4457.369230769231	0.013330598851517637	289729	65	4876
SNAP23	kidney collecting duct cell	3324.6792452830186	0.16408668730650156	1233456	371	2261
SNAP23	kidney cortex collecting duct epithelial cell	3030.104895104895	0.31019522776572667	433305	143	461
SNAP23	kidney inner medulla collecting duct epithelial cell	2893.566131025958	0.26181229773462783	4681790	1618	6180
SNAP23	kidney medulla cell	4520.6	0.02304147465437788	22603	5	217
SNAP23	kidney tubule cell	3615.2334579439253	0.12781613589124877	19341499	5350	41857
SNAP23	papillary tips cell	3129.719178082192	0.2749529190207156	456939	146	531
SNAP23	Leydig stem cell	2079.5128205128203	0.65	162202	78	120
SNAP23	cardiac muscle myoblast	3218.739479232265	0.5505841561769805	117558022	36523	66335
SNAP23	glioblast	2761.439858490566	0.2881739918441323	105376545	38160	132420
SNAP23	multi fate stem cell	3870.120898100173	0.17524213075060532	2240800	579	3304
SNAP23	muscle precursor cell	3916.195699868363	0.12845226017359937	8925010	2279	17742
SNAP23	myoblast	2894.005234613205	0.2148812560879447	107254728	37061	172472
SNAP23	smooth muscle myoblast	3937.554430379747	0.13444520081688224	1555334	395	2938
SNAP23	stem cell	2710.4895280457354	0.27776682912778844	198654488	73291	263858
ANKRD12	secretory cell	3915.7388839500964	0.4013734315680615	3118557099	796416	1984227
ANKRD12	B cell	4328.963156776189	0.48807757704838467	10856827478	2507951	5138427
ANKRD12	T cell	4365.434995058858	0.5217519293135986	53782268275	12320025	23612802
ANKRD12	epithelial cell	3867.1433173741275	0.47836042078437163	12380643862	3201496	6692644
ANKRD12	myeloid leukocyte	4069.721271920574	0.4270516541862717	21225305716	5215420	12212621
ANKRD12	endothelial cell	4119.3772347588165	0.4355032048360099	5293556283	1285038	2950697
ANKRD12	connective tissue cell	3948.7589479459994	0.42413124078963516	9377145515	2374707	5598991
ANKRD12	glial cell	3943.52567853656	0.4846357689667966	10122139180	2566774	5296295
ANKRD12	neural cell	3710.4475485627468	0.5809978913955791	25674638466	6919553	11909773
ANKRD12	blood cell	4209.481084283133	0.39350925406501674	2394740113	568892	1445689
ANKRD12	muscle cell	4036.619354739773	0.4812763126402945	3685167054	912934	1896902
ANKRD12	innate lymphoid cell	4352.404378226066	0.4250057265139904	6016306810	1382295	3252415
